id	length
95.24	42
96.87	5113
96.81	313
100.00	48
80.38	5042
72.14	2247
81.62	751
88.64	273
76.01	1738
75.50	955
99.11	3607
98.37	1715
98.47	196
92.59	54
92.59	54
92.59	54
92.59	54
92.59	54
92.59	54
90.19	1325
97.30	37
93.06	3067
93.14	1224
77.02	1462
96.59	88
98.73	79
97.06	34
98.72	78
93.18	44
97.14	35
97.14	35
97.06	34
97.14	35
97.14	35
97.14	35
94.29	35
100.00	28
79.19	1163
87.69	1454
88.00	75
81.55	2276
79.60	794
89.87	237
100.00	28
73.88	1405
94.44	126
90.91	44
97.93	5544
97.22	180
97.67	86
98.73	79
82.41	557
86.76	136
94.23	52
97.11	3662
97.95	976
86.49	111
96.96	460
97.57	206
95.10	347
95.45	44
93.75	48
100.00	37
97.50	40
97.44	39
95.00	40
100.00	31
100.00	28
78.57	938
81.38	854
76.32	380
77.13	914
77.54	708
93.48	46
77.53	316
84.17	935
78.89	2089
79.72	1080
90.32	62
97.60	4963
98.58	211
100.00	33
89.32	234
90.59	85
90.38	52
100.00	31
81.25	176
97.50	40
100.00	43
74.34	339
85.36	2479
84.95	1508
87.61	234
81.19	1919
81.00	1521
87.76	245
88.03	117
96.15	78
96.05	76
96.00	75
96.00	75
94.74	76
93.75	80
92.86	84
93.75	80
78.89	1175
77.57	1195
96.81	1252
96.50	686
94.78	134
98.44	5374
98.60	3998
98.36	732
98.66	599
75.68	407
98.17	2791
98.17	2454
98.69	5347
92.31	39
96.18	760
96.24	691
76.47	306
80.77	312
92.40	645
83.44	151
79.19	663
83.25	776
75.49	1114
79.74	701
80.23	263
93.06	72
83.97	474
78.74	174
93.43	3564
97.15	491
96.97	429
94.15	359
91.86	86
89.06	64
71.40	2633
77.61	3064
81.93	1677
83.30	437
88.16	1368
78.95	133
98.32	2625
97.85	975
98.25	684
95.45	88
94.38	89
96.05	76
96.05	76
96.15	78
96.05	76
76.92	1932
74.86	2084
91.76	85
74.70	166
71.99	2246
83.18	654
83.14	421
97.27	110
72.21	529
89.25	214
85.48	744
70.84	559
96.47	85
86.92	130
97.41	2393
94.08	1688
96.66	1017
72.68	710
93.18	44
96.29	1319
94.37	71
82.45	2884
82.34	589
73.87	398
78.72	423
94.69	358
96.50	2970
96.65	1074
83.69	938
79.23	443
89.83	59
94.79	1210
96.44	872
95.14	638
95.71	210
96.05	76
91.49	47
73.22	799
71.74	1373
88.71	425
90.59	340
79.45	579
74.65	355
84.81	1784
81.39	1687
86.42	1156
91.55	142
95.88	826
79.23	130
98.32	5073
97.78	180
95.73	117
97.67	86
96.47	85
100.00	74
100.00	74
70.58	1244
70.06	1503
80.88	617
89.12	285
82.80	157
90.00	280
82.91	158
80.66	1820
83.51	1122
80.13	156
80.27	2022
84.70	745
94.51	5050
94.66	599
90.27	226
88.46	78
92.16	51
73.04	1031
76.03	292
79.75	1338
85.44	735
80.22	895
83.63	391
81.77	373
79.74	1303
81.07	1046
71.95	2492
97.67	2021
98.34	1389
97.68	1119
93.54	557
93.42	76
95.45	66
96.19	4439
96.20	342
92.45	106
93.27	104
97.98	4693
98.48	461
94.79	307
88.98	127
94.74	95
97.47	79
95.24	63
79.29	869
96.83	4641
98.72	78
87.96	108
87.04	108
85.19	108
84.40	109
83.78	111
81.65	109
81.25	112
89.29	56
93.22	59
80.36	112
79.82	114
87.93	58
87.04	54
100.00	32
90.20	51
100.00	31
90.00	50
97.30	37
79.00	1519
84.56	1308
74.79	940
87.88	165
89.80	461
87.89	190
90.75	1470
78.91	1048
78.60	1056
80.29	822
98.64	4943
78.63	2401
79.62	1114
85.65	230
100.00	47
93.33	45
100.00	36
100.00	35
100.00	35
95.12	41
100.00	31
100.00	28
73.68	228
75.27	186
88.24	187
87.05	880
83.64	1039
90.23	440
89.60	3318
98.44	1598
81.86	1334
78.54	1263
83.21	667
92.04	113
97.51	4868
89.30	1215
98.54	4851
75.34	369
98.47	4837
97.97	4491
100.00	79
87.38	1268
95.18	83
88.64	88
97.89	4823
84.68	470
100.00	33
100.00	31
94.44	36
100.00	28
100.00	29
95.61	1776
98.01	754
78.83	836
98.67	3314
97.46	986
97.94	436
81.95	2786
92.75	193
99.08	4807
90.28	72
100.00	116
96.67	90
88.97	861
95.33	107
80.00	1460
82.76	557
75.30	498
73.53	408
75.66	378
84.69	2181
83.12	853
83.13	569
84.39	724
95.47	309
98.25	57
97.47	2647
99.28	2078
79.57	602
76.56	657
80.84	1023
80.41	194
81.57	521
74.38	566
72.13	287
76.24	2782
80.29	1324
86.34	1003
86.36	528
97.85	4648
95.59	68
92.42	66
83.91	920
77.68	1577
92.00	75
85.46	399
97.30	778
96.15	546
95.52	513
96.73	428
96.27	241
95.02	241
85.53	235
78.90	237
80.32	1575
78.81	1213
95.24	63
72.18	2261
94.74	38
83.54	899
75.34	1557
74.70	1000
93.48	92
100.00	35
91.25	80
97.22	36
98.04	4643
82.19	73
81.12	519
75.94	507
98.93	2614
98.10	1894
96.23	53
83.71	669
91.44	187
78.75	800
99.85	2707
99.53	1718
99.22	128
96.00	75
96.00	75
95.95	74
86.08	747
86.93	505
80.53	1284
86.18	275
82.79	1685
82.05	1142
97.04	3312
84.96	585
91.77	231
92.98	57
70.65	1707
97.14	3710
97.06	34
97.06	34
94.56	845
100.00	37
96.36	1843
96.84	790
94.18	739
98.42	3913
97.14	350
98.32	2085
97.43	350
93.65	63
88.46	78
94.12	51
86.13	238
97.84	2962
94.27	1605
74.50	200
72.31	744
76.88	1380
94.92	729
94.38	89
91.57	83
80.95	945
73.44	1265
76.01	471
95.15	680
97.47	435
96.69	4319
92.31	143
93.26	267
74.35	2343
94.68	94
81.41	1006
84.39	948
76.72	464
71.09	1131
97.53	2668
98.40	1751
99.28	138
97.99	2536
97.71	1354
95.71	513
72.30	1260
100.00	77
94.51	91
75.97	3271
77.17	1069
77.23	1344
76.60	2000
82.54	567
100.00	41
95.52	67
95.52	67
95.52	67
97.47	2764
97.79	1400
93.88	147
76.22	370
93.28	3658
84.15	82
75.37	946
95.31	64
94.74	114
90.00	50
82.01	139
94.00	50
75.68	148
95.24	42
100.00	36
91.30	46
95.05	1394
98.09	1202
96.40	1029
99.18	245
97.20	250
84.24	1637
77.58	1655
84.97	965
76.08	372
98.74	2777
99.00	1602
94.45	919
97.16	563
97.78	451
94.70	132
95.75	565
95.35	129
72.85	512
84.62	65
91.98	923
95.37	756
96.94	4215
92.42	198
95.74	47
93.62	47
88.82	1351
98.43	1530
98.97	194
98.96	192
95.85	193
94.90	157
92.16	153
95.24	126
96.59	88
98.73	79
76.17	747
98.10	1001
94.17	772
97.42	427
97.28	294
88.56	306
100.00	30
97.79	4351
86.35	1209
74.23	1199
77.54	708
77.41	611
97.21	1861
92.44	357
87.50	56
87.50	56
92.35	536
80.78	3127
81.08	1438
82.17	1105
94.76	267
80.15	1909
96.91	874
95.99	823
98.43	510
98.75	80
79.12	297
98.63	4312
79.82	2007
97.53	3480
97.92	768
98.25	3367
94.66	674
94.42	251
91.95	174
91.43	105
91.95	174
98.53	4220
100.00	31
97.39	4288
85.04	127
96.83	1953
97.06	170
98.68	151
100.00	158
100.00	62
72.04	583
78.89	540
92.50	40
97.53	2387
96.46	847
98.70	307
98.14	644
98.85	1302
99.10	1108
98.65	739
85.10	651
97.80	273
87.50	104
97.62	3662
94.49	127
93.22	59
83.54	158
98.76	3710
87.67	511
95.52	67
76.50	2000
98.30	3299
99.02	922
79.86	566
80.77	780
77.34	1509
73.24	4256
87.10	1481
92.84	1132
94.90	98
100.00	81
97.60	4171
90.08	131
76.87	856
96.52	1610
96.92	1364
98.02	1212
94.48	163
96.10	77
85.87	1748
84.45	1408
85.38	992
88.33	60
86.77	499
80.79	713
94.87	39
96.35	739
97.76	268
94.74	285
97.39	153
98.68	76
80.79	151
89.68	126
94.85	97
93.81	97
98.35	3638
98.80	498
97.14	35
100.00	32
100.00	32
100.00	31
82.89	567
83.62	1770
83.86	663
82.74	336
79.80	307
85.76	1131
84.83	323
99.11	112
96.88	2823
99.01	605
98.07	3738
94.91	373
99.76	4115
84.87	337
94.73	4117
93.51	1603
85.66	495
74.02	1640
77.00	213
98.54	1439
97.94	874
96.84	729
95.11	266
96.03	252
96.65	239
98.24	170
79.66	895
84.89	854
87.26	369
98.30	1710
98.56	1042
98.40	564
98.60	429
98.10	210
82.06	262
76.14	1563
78.54	629
85.15	202
82.81	1862
76.97	1346
84.00	125
89.13	92
87.23	94
88.30	94
88.30	94
87.23	94
87.23	94
86.17	94
86.02	93
85.71	91
97.96	49
85.11	94
91.70	289
84.62	104
87.90	1794
90.28	72
93.33	60
95.65	46
88.00	75
72.01	1147
82.70	237
98.56	2433
98.69	839
98.29	702
73.85	501
95.35	86
87.27	55
85.37	1217
76.48	1016
74.56	794
90.15	203
92.41	79
92.31	78
86.63	2072
85.59	340
91.03	145
97.68	3444
97.10	551
94.74	38
100.00	29
100.00	31
100.00	31
89.64	222
80.23	263
97.55	2405
95.41	1480
99.33	1952
100.00	59
99.05	1478
87.86	379
94.59	148
97.08	1783
98.84	951
96.46	847
99.11	336
76.47	221
90.91	4028
85.93	1166
94.29	70
87.01	77
83.75	80
96.04	1212
97.44	507
90.26	154
97.82	3768
97.88	189
98.23	3951
85.36	280
98.06	1287
97.71	1179
78.05	3093
95.65	46
79.42	3368
94.00	100
80.08	256
82.58	3949
95.75	964
98.23	679
91.57	83
91.62	382
100.00	30
81.53	1538
79.70	1335
82.27	784
97.96	3925
86.12	677
80.60	603
85.16	128
90.73	205
87.09	891
81.81	1006
91.13	248
99.04	523
100.00	476
98.40	499
99.34	457
99.30	428
99.61	254
96.21	211
98.95	190
100.00	165
99.30	142
97.39	115
97.35	113
96.63	89
77.00	1065
78.36	439
97.86	1263
98.31	944
98.29	644
98.21	448
97.28	184
98.51	134
96.30	135
97.73	88
97.60	3587
97.30	296
97.94	1847
98.60	1503
98.11	477
84.71	484
72.59	2470
75.94	345
85.21	1285
83.01	1071
79.05	821
78.39	236
94.12	51
93.62	47
71.16	1307
98.24	3247
94.69	452
77.42	1302
95.01	2264
94.55	220
75.07	1356
75.50	955
95.54	269
97.22	36
100.00	32
97.99	3735
96.85	127
82.92	644
95.52	134
100.00	29
100.00	33
100.00	32
73.50	1615
76.14	679
76.18	571
98.33	3827
98.47	2674
98.80	914
100.00	160
90.36	83
96.97	33
96.88	160
93.48	92
85.88	85
92.16	51
97.78	3791
95.62	1920
98.19	1435
97.17	318
84.00	100
99.27	1915
98.50	1864
79.69	1270
81.07	375
98.53	2853
95.73	936
80.58	2189
86.86	784
87.50	440
97.03	3741
85.32	954
82.53	973
82.13	1589
77.30	1220
81.68	1026
79.36	717
87.50	264
97.47	3759
75.00	160
91.67	72
98.19	3756
99.26	1210
98.92	1108
98.28	582
98.33	180
98.31	118
93.09	275
85.25	244
98.55	2560
97.08	855
98.60	285
79.35	92
80.42	1343
88.81	1206
81.67	1386
97.09	1957
100.00	50
73.70	806
88.21	195
91.12	743
94.24	139
74.53	318
75.69	728
77.97	354
96.81	3727
97.69	1604
85.76	309
79.21	760
100.00	30
74.80	1897
93.72	2055
93.84	1249
94.37	71
97.87	47
98.16	380
95.83	72
92.96	71
86.08	79
87.50	72
95.35	43
98.84	3693
100.00	36
100.00	31
100.00	30
69.93	602
89.09	55
88.89	54
87.41	532
80.22	733
96.36	1897
98.61	72
91.62	895
82.18	595
85.46	392
78.40	162
99.13	801
96.84	696
99.03	620
97.85	419
100.00	261
100.00	202
96.61	177
98.06	155
98.68	152
72.32	820
75.00	460
97.41	2437
97.72	394
99.30	284
97.86	234
99.16	119
98.21	112
78.18	330
91.80	3659
77.94	1265
75.17	431
80.95	147
86.67	75
91.62	716
93.94	132
100.00	103
89.22	102
100.00	37
100.00	30
100.00	30
100.00	28
94.54	1592
83.97	262
91.65	491
89.14	221
81.42	226
82.07	2058
75.30	1502
87.75	596
98.35	3626
81.51	476
87.24	1160
94.62	186
78.98	314
98.03	2381
98.61	1222
97.25	837
98.40	313
98.16	217
97.01	501
96.70	212
98.79	165
98.67	150
92.54	67
86.46	96
86.46	96
86.46	96
86.46	96
86.46	96
89.87	79
87.69	65
82.09	1826
87.89	570
77.93	1382
86.36	110
81.65	109
84.88	86
84.88	86
84.88	86
84.88	86
84.88	86
96.70	212
98.82	255
95.45	88
98.67	75
74.54	1029
98.58	1335
97.70	870
98.25	802
99.54	216
97.79	136
98.26	115
69.93	1184
73.80	1767
93.94	710
86.91	619
88.08	2785
98.57	1955
97.89	804
98.36	669
100.00	49
92.89	211
98.72	861
80.21	1031
84.43	803
90.38	426
97.26	73
97.26	73
89.49	295
97.73	132
98.95	95
92.31	91
97.18	71
98.04	51
88.74	293
96.36	110
96.21	2322
94.62	1172
72.00	1275
98.56	3534
96.67	60
98.37	1595
99.28	1535
100.00	331
80.79	151
84.52	1550
77.83	1317
89.13	46
89.10	156
94.12	119
94.25	87
92.42	66
100.00	33
70.94	2553
98.31	59
96.86	637
93.98	83
86.92	107
100.00	39
84.27	89
84.39	269
98.40	3436
97.10	69
94.75	1506
99.50	596
96.59	528
98.73	237
90.00	120
88.79	116
88.03	117
94.55	165
91.72	169
88.27	162
88.79	116
87.50	120
100.00	31
88.57	140
90.91	121
88.79	116
87.69	130
89.08	119
86.54	104
96.55	58
88.33	120
88.89	117
86.26	131
86.78	121
86.09	115
85.50	131
100.00	44
93.06	72
97.83	46
92.31	52
94.74	38
98.31	3499
82.20	663
96.10	77
98.75	80
75.33	458
98.68	3493
82.48	1678
85.15	1320
88.04	326
76.96	1801
79.66	934
97.59	3491
77.21	452
85.81	726
82.50	80
92.86	70
97.77	2959
82.99	435
79.62	3508
83.49	2713
73.58	1465
81.64	1389
77.09	921
77.63	295
96.05	76
95.18	83
98.15	3463
78.79	1735
77.69	650
96.92	2304
98.26	1151
85.25	61
85.19	54
89.87	2281
95.56	743
86.15	65
86.93	153
86.67	60
88.98	118
98.70	77
86.18	217
84.50	258
96.22	874
97.83	46
91.23	57
85.71	70
98.12	1439
97.87	988
98.36	855
98.28	3433
98.51	3428
92.31	52
98.48	3422
82.37	1276
78.78	1348
85.32	586
81.63	98
94.29	35
75.22	2643
90.99	111
75.68	259
80.33	422
81.10	1270
80.31	320
87.72	790
88.42	751
83.71	743
94.55	110
72.33	253
76.46	1079
98.14	3389
98.00	802
75.68	2270
79.06	1060
72.24	634
78.14	3363
74.06	640
96.60	3386
97.53	3362
100.00	37
97.41	3362
87.66	559
75.85	2340
98.35	423
98.58	141
88.07	109
98.29	1756
98.30	1590
81.95	975
76.17	1389
98.70	77
73.72	780
78.21	1455
96.22	3042
98.38	308
97.73	44
91.49	47
96.16	3336
98.23	1752
97.94	1605
100.00	33
76.86	1059
81.25	1376
75.84	1130
93.99	799
91.66	743
98.53	68
81.66	1707
85.59	333
85.79	1492
90.83	240
72.49	967
96.54	2541
97.78	45
100.00	41
99.00	201
94.06	101
97.89	3320
83.76	271
93.02	43
81.82	121
77.28	1250
73.10	1234
98.20	2449
98.59	639
99.44	180
97.73	88
98.74	873
98.26	805
98.04	409
98.34	362
98.60	285
97.66	214
99.24	132
99.13	115
82.34	368
97.05	2543
84.83	758
88.38	3321
94.66	974
83.33	1068
99.31	436
90.13	152
81.50	173
86.90	84
82.35	85
82.56	86
82.14	84
81.40	86
97.67	1114
98.66	967
98.48	66
93.48	46
79.96	2061
100.00	31
81.87	364
96.86	3277
78.37	1549
74.24	493
73.36	289
98.07	1449
98.57	3207
77.05	719
83.02	377
78.84	3290
98.28	3258
96.53	3253
91.49	47
97.84	3247
84.50	471
86.44	59
95.77	355
90.24	246
83.84	297
96.04	101
82.03	523
98.50	1066
97.91	765
97.85	651
98.97	290
97.75	178
98.31	118
82.61	460
95.98	174
98.73	1260
96.63	1009
96.72	824
84.75	236
86.84	152
85.14	148
82.11	190
98.45	2582
95.21	626
75.81	3221
89.47	95
77.36	870
80.58	587
82.21	2704
99.65	565
98.63	293
97.44	78
79.09	220
97.47	3198
83.97	131
80.29	137
85.82	1269
75.87	1836
98.88	3210
95.69	2276
89.10	266
96.53	2277
95.43	657
96.13	155
96.33	1145
97.15	281
98.72	779
99.31	437
99.76	417
98.47	326
97.88	283
98.66	224
99.49	196
100.00	183
99.17	120
96.03	126
74.37	277
97.22	180
82.14	3023
84.71	85
87.67	73
92.16	51
93.62	47
98.74	3185
97.38	191
96.32	136
98.33	1681
98.77	1384
98.84	86
83.79	1320
96.26	2409
97.79	136
75.59	590
84.20	519
97.17	3185
82.52	246
97.19	3060
100.00	63
72.30	1213
91.86	344
94.47	199
96.15	182
73.94	1178
76.11	406
98.67	1961
99.49	1180
73.95	948
87.45	1155
84.13	813
76.37	457
86.32	307
91.94	62
98.23	2766
90.80	87
84.42	77
100.00	38
97.44	39
100.00	30
100.00	29
84.21	95
100.00	36
100.00	34
75.90	2361
88.11	1186
96.90	129
93.02	258
99.14	2561
99.50	597
97.22	108
100.00	82
74.11	788
83.60	1366
96.75	2249
96.40	444
97.70	217
100.00	28
84.07	113
93.18	44
79.76	588
98.36	791
98.73	710
97.80	455
98.62	289
99.26	270
97.79	181
97.70	174
93.37	166
95.94	2165
94.47	416
96.14	311
82.19	556
83.71	448
84.03	144
100.00	57
97.83	645
96.49	655
98.02	556
96.65	418
95.70	279
92.17	230
93.63	157
97.50	40
98.23	3109
75.69	288
90.50	337
86.96	69
77.00	287
84.00	1044
88.23	2337
97.06	2686
83.44	622
94.14	2764
81.54	1170
98.26	2815
98.41	251
97.27	1025
95.83	48
86.98	192
85.63	2282
90.34	290
99.26	136
99.24	132
99.14	116
89.87	79
92.83	851
82.11	95
100.00	30
74.25	1600
80.29	842
91.86	172
100.00	55
93.44	61
73.59	1435
96.97	661
96.98	2752
98.36	304
95.75	1861
98.00	549
97.81	549
97.33	412
97.32	411
99.01	101
80.00	1605
86.99	123
83.62	2106
80.58	834
98.52	3032
97.30	1260
97.41	925
97.95	831
98.63	73
86.33	1456
81.93	498
91.43	105
91.67	48
87.70	122
97.97	1183
98.03	916
99.21	882
97.75	3021
90.03	3028
96.97	33
96.97	33
100.00	29
100.00	29
98.55	415
98.15	1996
97.84	832
99.17	121
99.22	1155
97.53	607
97.00	233
96.30	108
97.26	73
96.97	66
93.65	63
98.75	2006
96.67	991
96.65	3013
79.84	243
98.11	3009
95.58	2557
93.39	439
97.50	160
92.99	157
91.67	108
91.18	68
94.55	55
96.00	75
95.95	74
95.95	74
93.83	81
98.16	1736
97.54	3008
95.39	282
97.37	1064
98.28	581
97.67	429
98.46	260
98.33	239
95.69	1022
86.05	344
95.71	140
85.59	222
79.46	993
97.45	471
85.11	188
98.28	58
95.45	88
94.44	90
88.31	77
81.75	1748
100.00	29
81.02	885
82.09	134
81.95	1147
74.40	1512
73.81	2310
98.87	2929
98.51	2946
74.94	1568
97.56	1393
98.84	774
97.48	713
79.38	1838
92.89	225
98.17	981
98.16	381
85.49	696
85.46	392
79.52	166
75.31	1057
97.37	38
97.96	49
97.31	2452
95.24	63
100.00	69
95.24	63
73.84	776
77.50	160
80.93	1374
98.17	164
95.87	121
96.15	104
97.14	35
85.32	109
98.59	1281
97.11	622
97.97	590
99.44	360
72.53	608
97.57	2876
100.00	37
97.37	38
97.37	38
79.05	1136
97.46	2912
76.36	1599
99.70	1336
99.77	874
96.12	644
97.96	49
96.00	50
86.67	75
98.84	1644
98.30	999
96.24	186
99.15	468
100.00	130
95.74	141
96.55	58
98.11	53
98.08	52
98.08	52
96.15	52
96.08	51
96.44	2893
94.20	69
97.92	2889
98.65	2891
81.62	1099
96.79	312
98.13	2242
95.72	584
96.22	2882
82.74	1159
85.86	587
78.29	539
80.50	282
83.02	212
98.73	79
96.05	76
73.76	1589
98.15	2867
78.57	98
98.08	1405
97.73	750
98.19	277
96.97	264
97.65	85
80.30	198
71.01	2194
86.90	84
75.21	2162
78.40	1227
76.31	1279
98.49	1653
99.25	667
99.35	465
84.53	1545
78.79	231
92.05	2503
98.25	57
96.00	75
96.00	75
95.95	74
73.97	484
75.85	207
87.01	77
84.81	79
93.22	59
98.73	1807
98.66	374
98.66	299
98.75	240
99.04	2824
97.72	1230
97.79	498
99.30	142
96.39	1524
97.54	1300
72.53	1678
93.12	276
91.85	270
95.30	149
94.12	102
92.65	68
98.18	55
96.79	1276
96.64	804
96.82	692
80.49	446
82.43	1696
80.81	344
83.88	949
79.60	696
98.05	719
99.70	673
98.84	606
98.57	488
100.00	129
98.41	126
98.25	2807
98.04	2749
76.10	661
77.43	483
74.84	1995
81.84	512
94.29	35
98.31	1541
100.00	28
99.36	1258
96.88	32
100.00	32
100.00	32
97.06	34
100.00	29
100.00	28
100.00	28
76.59	1602
81.61	1251
76.20	895
72.54	783
77.92	806
74.16	329
85.70	881
79.08	2366
84.21	247
82.38	1680
98.25	1374
98.98	1080
98.43	254
83.20	988
94.07	135
98.17	2128
98.16	652
79.26	2425
98.16	2560
98.03	152
100.00	28
81.89	944
91.06	179
97.03	2522
97.45	196
78.93	712
85.50	1579
84.85	1043
87.21	297
79.05	1055
95.04	1210
98.73	474
97.45	275
96.45	197
95.36	194
99.32	147
98.58	141
97.90	2760
76.47	1262
86.17	441
83.80	864
74.53	1284
87.39	444
97.81	457
92.21	244
94.49	127
100.00	50
87.65	81
89.16	1790
78.76	772
84.00	1394
73.63	1001
97.51	1564
97.29	885
95.73	211
87.91	91
87.72	57
94.74	38
92.50	40
84.69	98
81.52	92
100.00	29
92.31	247
73.80	1046
80.37	545
73.35	1002
92.56	121
100.00	28
97.79	1764
98.05	666
98.18	220
74.94	415
97.04	1420
98.14	2736
92.59	54
98.47	1436
92.65	340
94.56	147
98.21	56
95.08	61
96.67	60
95.00	60
96.67	60
93.33	60
91.67	60
93.65	63
95.00	60
96.43	56
93.33	60
94.00	50
95.74	47
95.74	47
100.00	33
97.20	2716
97.14	35
95.64	528
88.29	444
90.27	339
91.38	58
94.75	343
79.66	177
93.59	343
93.59	343
93.29	343
89.05	347
80.79	177
81.82	176
81.36	177
72.97	455
82.24	152
80.50	159
86.05	423
98.06	258
100.00	43
99.06	1494
98.19	1047
100.00	138
81.81	2666
97.13	1846
97.27	880
94.19	86
94.19	86
94.19	86
94.19	86
94.19	86
94.19	86
87.53	481
80.18	2336
96.25	507
96.20	922
99.29	283
97.22	108
97.62	84
79.66	1013
94.69	207
71.32	1569
78.17	797
91.10	1955
91.53	744
78.13	942
93.15	2671
99.21	2279
98.17	219
100.00	130
80.61	593
83.69	895
92.31	117
81.80	621
98.31	2669
96.88	2403
96.52	115
91.36	81
80.89	827
73.93	1304
92.31	39
87.74	1737
91.82	929
98.81	1097
95.48	863
98.34	663
87.18	78
92.16	51
95.70	2021
92.42	594
95.07	750
98.54	548
89.00	1754
78.76	772
75.15	342
95.29	1934
92.81	668
97.62	1431
98.86	1228
73.47	245
73.80	1275
82.59	379
97.92	2641
77.97	622
76.30	422
100.00	57
98.44	2635
71.45	809
84.70	268
94.12	2535
82.00	489
88.24	204
99.86	732
99.38	484
100.00	255
100.00	251
99.51	204
98.28	758
98.37	736
97.75	666
100.00	214
96.30	108
97.94	2625
74.30	463
97.52	2538
100.00	32
82.82	611
98.62	2108
99.38	480
96.92	746
96.85	286
90.77	65
97.90	2614
92.41	79
98.38	803
97.89	332
97.31	334
98.62	290
99.25	266
98.16	163
97.93	145
100.00	135
98.78	737
95.87	460
99.28	279
87.56	386
98.71	233
99.51	203
97.54	122
99.01	101
88.42	380
98.31	1004
98.36	792
96.28	457
98.79	247
100.00	58
96.83	2620
91.64	287
80.42	189
97.92	2594
72.39	699
96.68	2230
99.39	326
83.54	1403
79.98	1099
79.11	158
80.75	665
97.34	2590
84.57	1160
97.29	2580
91.84	1274
98.59	852
100.00	39
96.70	1667
83.53	510
87.80	82
87.65	81
87.80	82
94.95	2575
90.48	63
75.73	2612
97.71	1918
98.26	631
83.81	1130
98.09	2569
88.33	60
98.96	1057
97.48	873
96.58	234
97.66	171
99.35	153
86.58	678
87.96	274
78.94	527
98.44	1091
98.66	894
96.49	427
95.35	129
78.24	795
76.04	288
91.55	568
90.93	529
90.32	568
79.84	486
95.70	93
96.74	92
79.78	806
96.85	2284
96.80	250
78.66	239
95.00	40
97.96	1719
98.78	818
76.74	2597
97.61	2344
96.30	162
98.45	1616
98.71	698
99.35	153
76.49	736
89.62	2312
97.59	1660
98.98	197
94.92	118
92.91	127
89.51	143
91.02	479
84.41	558
81.67	540
96.80	1751
97.03	674
76.20	437
98.09	1465
96.69	544
98.34	481
73.90	885
97.24	1850
96.78	528
75.72	486
99.03	721
99.60	504
99.21	508
98.62	435
98.58	211
88.94	425
98.22	2532
74.78	460
97.94	2530
85.14	74
99.55	449
95.12	123
95.31	64
86.28	226
78.29	631
100.00	33
98.90	1090
97.74	398
98.63	365
97.91	191
98.21	168
95.24	105
74.02	893
87.23	321
98.57	2523
92.86	56
98.33	1317
98.95	95
98.13	1389
95.97	1563
97.99	847
99.24	132
95.96	1335
97.80	546
98.20	389
99.52	207
74.83	747
95.35	753
77.54	1042
79.51	781
98.35	485
98.04	306
97.73	220
99.45	181
98.18	165
99.32	147
98.69	2512
96.28	2341
79.32	1180
81.25	96
81.82	847
93.27	891
95.12	2518
95.28	2287
97.84	139
87.36	1131
80.26	841
96.37	248
94.55	202
95.85	530
90.17	295
97.83	46
98.39	2237
97.76	223
87.67	373
83.97	474
76.32	532
75.67	337
97.63	969
98.63	730
96.39	277
98.88	178
98.71	155
95.74	2112
95.17	145
97.86	1073
95.76	920
97.76	357
97.27	330
99.59	243
95.05	222
99.21	126
98.91	92
98.40	1691
98.72	781
98.60	1289
98.03	1165
87.28	173
92.06	126
98.35	1942
96.99	266
93.56	202
78.33	420
98.49	1527
99.25	932
97.37	2474
99.04	1983
98.29	469
80.25	162
85.93	931
85.71	504
100.00	35
92.86	42
95.34	408
95.48	155
95.12	41
97.22	36
100.00	30
98.82	2461
73.88	2473
70.51	719
96.43	56
86.05	337
99.03	1026
99.30	1000
99.16	237
98.55	138
95.31	1301
95.88	1166
78.16	934
96.27	1099
95.64	527
95.53	470
97.04	304
97.68	1166
97.81	958
99.40	167
99.06	106
97.39	1073
97.58	703
97.66	470
85.97	442
79.29	2463
98.65	2450
72.06	408
80.35	799
94.09	186
99.14	2449
96.19	2335
95.45	88
79.02	1668
79.99	1334
81.27	694
96.82	1352
98.00	1048
98.50	2139
80.61	263
91.75	97
83.78	74
97.70	958
99.61	777
99.66	298
100.00	182
99.32	147
98.48	988
98.50	666
98.05	666
89.34	122
98.41	1451
95.10	102
98.89	995
97.48	2141
91.94	211
96.67	150
85.00	80
99.38	2433
75.26	1229
80.17	242
81.55	1523
98.23	1184
98.95	763
99.44	177
98.36	122
98.11	106
75.43	578
87.69	471
100.00	29
95.51	2382
84.44	450
86.40	456
84.51	439
86.81	144
96.74	2422
83.89	180
98.99	1190
98.78	817
98.27	346
95.37	842
96.50	657
96.25	427
98.59	354
93.33	720
94.42	627
82.29	621
97.39	2225
98.44	128
97.50	40
99.21	2415
98.01	2414
81.39	403
94.59	37
94.59	37
89.08	238
85.92	277
85.71	259
100.00	39
70.97	1316
92.37	603
81.68	1059
96.39	443
98.28	1337
98.39	1058
97.35	981
93.15	584
96.77	527
98.28	58
94.23	52
100.00	32
88.00	50
91.84	49
92.00	50
97.30	37
92.00	50
90.38	52
90.38	52
97.88	2401
80.37	591
85.22	1414
84.80	250
88.26	920
98.32	1426
96.16	938
85.36	239
77.68	1577
80.41	490
96.08	1223
98.39	560
98.08	261
98.99	199
97.16	141
95.34	1308
98.13	1067
72.77	426
97.37	1102
98.84	345
98.73	315
99.30	284
100.00	140
100.00	113
98.00	50
77.10	773
76.87	774
98.95	2384
77.44	430
97.06	2383
93.24	74
90.00	80
85.71	70
100.00	30
99.20	2126
