ID	HLT_pres	HLT_abs	NORA_pres	NORA_abs	effect_size	pvalue
gene_id_64894	3	13	10	8	-0.388278388278	0.0386484177266
gene_id_29942	2	14	0	18	0.5625	0.213903743316
gene_id_48733	3	13	10	8	-0.388278388278	0.0386484177266
gene_id_79088	4	12	12	6	-0.416666666667	0.0204222167354
gene_id_12409	13	3	17	1	-0.316666666667	0.322580645161
gene_id_12950	2	14	0	18	0.5625	0.213903743316
gene_id_12951	3	13	0	18	0.58064516129	0.0935828877005
gene_id_12952	1	15	0	18	0.545454545455	0.470588235294
gene_id_12405	3	13	9	9	-0.340909090909	0.079595686028
gene_id_79081	3	13	9	9	-0.340909090909	0.079595686028
gene_id_12955	4	12	0	18	0.6	0.0392444367776
gene_id_79083	8	8	13	5	-0.234432234432	0.290554722639
gene_id_79082	2	14	8	10	-0.383333333333	0.0629588431591
gene_id_23397	3	13	0	18	0.58064516129	0.0935828877005
gene_id_69372	12	4	15	3	-0.126984126984	0.681464253211
gene_id_64897	4	12	9	9	-0.263736263736	0.171727039706
gene_id_2828	1	15	5	13	-0.369047619048	0.18014966124
gene_id_7638	3	13	3	15	0.0357142857143	1.0
gene_id_7639	3	13	4	14	-0.0529100529101	1.0
gene_id_7636	5	11	7	11	-0.0833333333333	0.728896841902
gene_id_7637	6	10	7	11	-0.014652014652	1.0
gene_id_42801	12	4	16	2	-0.238095238095	0.387197896653
gene_id_24084	3	13	3	15	0.0357142857143	1.0
gene_id_13108	1	15	0	18	0.545454545455	0.470588235294
gene_id_18338	14	2	14	4	0.166666666667	0.660228536758
gene_id_87957	2	14	4	14	-0.166666666667	0.660228536758
gene_id_12601	4	12	8	10	-0.212121212121	0.296648449969
gene_id_11812	1	15	0	18	0.545454545455	0.470588235294
gene_id_69371	5	11	12	6	-0.352941176471	0.0844146687268
gene_id_11814	3	13	1	17	0.316666666667	0.322580645161
gene_id_11816	1	15	0	18	0.545454545455	0.470588235294
gene_id_1182	9	7	5	13	0.292857142857	0.162505843852
gene_id_69376	7	9	15	3	-0.431818181818	0.0299430929696
gene_id_51835	3	13	1	17	0.316666666667	0.322580645161
gene_id_65371	3	13	0	18	0.58064516129	0.0935828877005
gene_id_70639	11	5	15	3	-0.201923076923	0.428995179829
gene_id_70905	12	4	17	1	-0.386206896552	0.1642228739
gene_id_64112	2	14	9	9	-0.426877470356	0.0295884315907
gene_id_25716	3	13	9	9	-0.340909090909	0.079595686028
gene_id_89846	8	8	15	3	-0.379446640316	0.0662958843159
gene_id_92175	2	14	4	14	-0.166666666667	0.660228536758
gene_id_89843	3	13	3	15	0.0357142857143	1.0
gene_id_89840	9	7	10	8	0.00701754385965	1.0
gene_id_89841	9	7	10	8	0.00701754385965	1.0
gene_id_64498	0	16	1	17	-0.484848484848	1.0
gene_id_39699	11	5	8	10	0.245614035088	0.18539117538
gene_id_39928	1	15	0	18	0.545454545455	0.470588235294
gene_id_65204	0	16	1	17	-0.484848484848	1.0
gene_id_39923	7	9	15	3	-0.431818181818	0.0299430929696
gene_id_72231	9	7	7	11	0.173611111111	0.492106238901
gene_id_39921	7	9	10	8	-0.117647058824	0.731857331097
gene_id_64494	6	10	7	11	-0.014652014652	1.0
gene_id_33983	9	7	9	9	0.0625	0.744475809633
gene_id_64496	4	12	13	5	-0.470588235294	0.0149191803234
gene_id_39747	6	10	9	9	-0.126315789474	0.50960003869
gene_id_73015	2	14	9	9	-0.426877470356	0.0295884315907
gene_id_73017	14	2	15	3	0.0827586206897	1.0
gene_id_39744	7	9	8	10	-0.00701754385965	1.0
gene_id_38771	7	9	13	5	-0.292857142857	0.162505843852
gene_id_8973	8	8	14	4	-0.30303030303	0.151414615273
gene_id_70631	1	15	0	18	0.545454545455	0.470588235294
gene_id_86051	3	13	4	14	-0.0529100529101	1.0
gene_id_22522	6	10	3	15	0.266666666667	0.249671352007
gene_id_82519	0	16	2	16	-0.5	0.486631016043
gene_id_77480	1	15	1	17	0.03125	1.0
gene_id_87808	1	15	1	17	0.03125	1.0
gene_id_31053	15	1	18	0	-0.545454545455	0.470588235294
gene_id_25899	10	6	11	7	0.014652014652	1.0
gene_id_25898	7	9	11	7	-0.173611111111	0.492106238901
gene_id_86837	11	5	15	3	-0.201923076923	0.428995179829
gene_id_25895	9	7	12	6	-0.10989010989	0.725376021667
gene_id_64400	0	16	0	18	NA	1.0
gene_id_25893	7	9	5	13	0.174242424242	0.475397784978
gene_id_25891	12	4	15	3	-0.126984126984	0.681464253211
gene_id_25890	6	10	7	11	-0.014652014652	1.0
gene_id_79174	8	8	12	6	-0.171428571429	0.486714707163
gene_id_10144	9	7	8	10	0.117647058824	0.731857331097
gene_id_39076	1	15	1	17	0.03125	1.0
gene_id_64272	16	0	18	0	NA	1.0
gene_id_64278	9	7	15	3	-0.325	0.134149054505
gene_id_64279	6	10	10	8	-0.180555555556	0.326918883512
gene_id_15319	11	5	9	9	0.192857142857	0.315074720704
gene_id_15318	11	5	13	5	-0.0416666666667	1.0
gene_id_16666	2	14	2	16	0.0333333333333	1.0
gene_id_16667	11	5	14	4	-0.115555555556	0.702699969663
gene_id_16664	10	6	17	1	-0.486772486772	0.0348366872282
gene_id_35972	10	6	10	8	0.0714285714286	0.738453353968
gene_id_16347	2	14	2	16	0.0333333333333	1.0
gene_id_35977	15	1	15	3	0.25	0.604105571848
gene_id_80468	16	0	12	6	0.571428571429	0.0197575440329
gene_id_21952	2	14	0	18	0.5625	0.213903743316
gene_id_2996	3	13	5	13	-0.125	0.693261873462
gene_id_21954	3	13	3	15	0.0357142857143	1.0
gene_id_16669	14	2	16	2	-0.0333333333333	1.0
gene_id_14806	7	9	9	9	-0.0625	0.744475809633
gene_id_14800	5	11	2	16	0.306878306878	0.214278491253
gene_id_14316	1	15	3	15	-0.25	0.604105571848
gene_id_19315	4	12	3	15	0.126984126984	0.681464253211
gene_id_19319	5	11	3	15	0.201923076923	0.428995179829
gene_id_85795	2	14	0	18	0.5625	0.213903743316
gene_id_14808	2	14	5	13	-0.232804232804	0.405399939327
gene_id_14809	7	9	5	13	0.174242424242	0.475397784978
gene_id_35545	5	11	3	15	0.201923076923	0.428995179829
gene_id_78596	1	15	6	12	-0.412698412698	0.0900495500051
gene_id_26752	5	11	11	7	-0.298611111111	0.100474550501
gene_id_78590	2	14	4	14	-0.166666666667	0.660228536758
gene_id_78591	4	12	12	6	-0.416666666667	0.0204222167354
gene_id_78593	6	10	9	9	-0.126315789474	0.50960003869
gene_id_26755	14	2	17	1	-0.215053763441	0.590909090909
gene_id_53096	1	15	1	17	0.03125	1.0
gene_id_78598	12	4	17	1	-0.386206896552	0.1642228739
gene_id_78599	5	11	3	15	0.201923076923	0.428995179829
gene_id_6371	15	1	18	0	-0.545454545455	0.470588235294
gene_id_75518	2	14	1	17	0.215053763441	0.590909090909
gene_id_6216	1	15	0	18	0.545454545455	0.470588235294
gene_id_10367	16	0	18	0	NA	1.0
gene_id_10494	4	12	5	13	-0.0355555555556	1.0
gene_id_10369	15	1	16	2	0.150537634409	1.0
gene_id_40408	11	5	15	3	-0.201923076923	0.428995179829
gene_id_5940	11	5	10	8	0.139194139194	0.496522706389
gene_id_10498	15	1	17	1	-0.03125	1.0
gene_id_11362	15	1	17	1	-0.03125	1.0
gene_id_2028	8	8	12	6	-0.171428571429	0.486714707163
gene_id_11361	4	12	11	7	-0.364912280702	0.0454385710371
gene_id_11367	1	15	0	18	0.545454545455	0.470588235294
gene_id_11364	3	13	4	14	-0.0529100529101	1.0
gene_id_19178	15	1	16	2	0.150537634409	1.0
gene_id_19174	7	9	13	5	-0.292857142857	0.162505843852
gene_id_47185	2	14	7	11	-0.337777777778	0.125088482152
gene_id_19171	7	9	8	10	-0.00701754385965	1.0
gene_id_19170	13	3	15	3	-0.0357142857143	1.0
gene_id_6215	1	15	0	18	0.545454545455	0.470588235294
gene_id_70274	0	16	0	18	NA	1.0
gene_id_38235	3	13	12	6	-0.484210526316	0.0070296230184
gene_id_26359	8	8	2	16	0.466666666667	0.022914349277
gene_id_34070	1	15	0	18	0.545454545455	0.470588235294
gene_id_37199	8	8	7	11	0.112280701754	0.73028002128
gene_id_26356	2	14	2	16	0.0333333333333	1.0
gene_id_26352	9	7	9	9	0.0625	0.744475809633
gene_id_62153	6	10	11	7	-0.235294117647	0.302829060852
gene_id_51109	0	16	0	18	NA	1.0
gene_id_62154	12	4	14	4	-0.0384615384615	1.0
gene_id_26439	14	2	12	6	0.288461538462	0.232682778845
gene_id_33562	10	6	13	5	-0.110671936759	0.716573971079
gene_id_38325	11	5	16	2	-0.306878306878	0.214278491253
gene_id_89294	10	6	15	3	-0.266666666667	0.249671352007
gene_id_7249	11	5	9	9	0.192857142857	0.315074720704
gene_id_91830	15	1	17	1	-0.03125	1.0
gene_id_32618	14	2	15	3	0.0827586206897	1.0
gene_id_37229	10	6	7	11	0.235294117647	0.302829060852
gene_id_266	10	6	11	7	0.014652014652	1.0
gene_id_89499	4	12	10	8	-0.314285714286	0.0920894391514
gene_id_3111	5	11	6	12	-0.0237154150198	1.0
gene_id_87113	5	11	5	13	0.0416666666667	1.0
gene_id_87110	4	12	9	9	-0.263736263736	0.171727039706
gene_id_37220	4	12	1	17	0.386206896552	0.1642228739
gene_id_43872	12	4	15	3	-0.126984126984	0.681464253211
gene_id_87119	1	15	1	17	0.03125	1.0
gene_id_36059	4	12	9	9	-0.263736263736	0.171727039706
gene_id_36058	14	2	16	2	-0.0333333333333	1.0
gene_id_69817	15	1	17	1	-0.03125	1.0
gene_id_51106	9	7	5	13	0.292857142857	0.162505843852
gene_id_69815	13	3	16	2	-0.151724137931	0.648093841642
gene_id_36054	13	3	11	7	0.241666666667	0.270057639802
gene_id_24230	0	16	5	13	-0.551724137931	0.0464895635674
gene_id_2259	16	0	18	0	NA	1.0
gene_id_69811	10	6	18	0	-0.642857142857	0.00595432833868
gene_id_262	10	6	6	12	0.291666666667	0.167926053951
gene_id_51726	4	12	12	6	-0.416666666667	0.0204222167354
gene_id_51095	12	4	17	1	-0.386206896552	0.1642228739
gene_id_401	4	12	3	15	0.126984126984	0.681464253211
gene_id_23802	5	11	5	13	0.0416666666667	1.0
gene_id_24851	10	6	10	8	0.0714285714286	0.738453353968
gene_id_51092	2	14	2	16	0.0333333333333	1.0
gene_id_24853	9	7	12	6	-0.10989010989	0.725376021667
gene_id_33692	9	7	4	14	0.358974358974	0.0763714916735
gene_id_154	13	3	11	7	0.241666666667	0.270057639802
gene_id_33691	13	3	14	4	0.0529100529101	1.0
gene_id_33696	15	1	18	0	-0.545454545455	0.470588235294
gene_id_152	16	0	18	0	NA	1.0
gene_id_35595	8	8	3	15	0.379446640316	0.0662958843159
gene_id_35594	2	14	1	17	0.215053763441	0.590909090909
gene_id_17759	11	5	14	4	-0.115555555556	0.702699969663
gene_id_17758	4	12	4	14	0.0384615384615	1.0
gene_id_60791	8	8	16	2	-0.466666666667	0.022914349277
gene_id_6219	1	15	0	18	0.545454545455	0.470588235294
gene_id_17751	5	11	8	10	-0.139194139194	0.496522706389
gene_id_60799	4	12	10	8	-0.314285714286	0.0920894391514
gene_id_35598	7	9	9	9	-0.0625	0.744475809633
gene_id_30406	7	9	11	7	-0.173611111111	0.492106238901
gene_id_32803	12	4	17	1	-0.386206896552	0.1642228739
gene_id_26728	9	7	5	13	0.292857142857	0.162505843852
gene_id_26729	8	8	6	12	0.171428571429	0.486714707163
gene_id_81442	3	13	6	12	-0.186666666667	0.447871372232
gene_id_78626	3	13	10	8	-0.388278388278	0.0386484177266
gene_id_26726	4	12	3	15	0.126984126984	0.681464253211
gene_id_46635	15	1	17	1	-0.03125	1.0
gene_id_28962	14	2	17	1	-0.215053763441	0.590909090909
gene_id_28963	8	8	8	10	0.0555555555556	1.0
gene_id_18941	14	2	12	6	0.288461538462	0.232682778845
gene_id_51899	11	5	14	4	-0.115555555556	0.702699969663
gene_id_79317	8	8	13	5	-0.234432234432	0.290554722639
gene_id_79313	4	12	4	14	0.0384615384615	1.0
gene_id_86397	1	15	1	17	0.03125	1.0
gene_id_51543	2	14	5	13	-0.232804232804	0.405399939327
gene_id_23971	2	14	0	18	0.5625	0.213903743316
gene_id_6460	7	9	7	11	0.05	1.0
gene_id_2717	13	3	16	2	-0.151724137931	0.648093841642
gene_id_2714	11	5	13	5	-0.0416666666667	1.0
gene_id_60311	3	13	7	11	-0.241666666667	0.270057639802
gene_id_2712	4	12	9	9	-0.263736263736	0.171727039706
gene_id_5567	3	13	7	11	-0.241666666667	0.270057639802
gene_id_44980	8	8	14	4	-0.30303030303	0.151414615273
gene_id_44981	0	16	1	17	-0.484848484848	1.0
gene_id_44985	7	9	13	5	-0.292857142857	0.162505843852
gene_id_1441	12	4	13	5	0.0355555555556	1.0
gene_id_1447	8	8	12	6	-0.171428571429	0.486714707163
gene_id_4165	8	8	8	10	0.0555555555556	1.0
gene_id_4164	1	15	5	13	-0.369047619048	0.18014966124
gene_id_15902	5	11	7	11	-0.0833333333333	0.728896841902
gene_id_53499	4	12	12	6	-0.416666666667	0.0204222167354
gene_id_69768	8	8	16	2	-0.466666666667	0.022914349277
gene_id_11908	3	13	4	14	-0.0529100529101	1.0
gene_id_82692	2	14	12	6	-0.557142857143	0.00190842994925
gene_id_4152	1	15	3	15	-0.25	0.604105571848
gene_id_9463	5	11	9	9	-0.192857142857	0.315074720704
gene_id_69911	4	12	5	13	-0.0355555555556	1.0
gene_id_9465	10	6	9	9	0.126315789474	0.50960003869
gene_id_69760	0	16	8	10	-0.615384615385	0.00311893389169
gene_id_69763	11	5	15	3	-0.201923076923	0.428995179829
gene_id_53495	7	9	14	4	-0.358974358974	0.0763714916735
gene_id_79276	5	11	12	6	-0.352941176471	0.0844146687268
gene_id_79277	5	11	10	8	-0.245614035088	0.18539117538
gene_id_24644	2	14	3	15	-0.0827586206897	1.0
gene_id_79275	0	16	4	14	-0.533333333333	0.10522684147
gene_id_26826	3	13	9	9	-0.340909090909	0.079595686028
gene_id_15563	1	15	0	18	0.545454545455	0.470588235294
gene_id_34756	3	13	9	9	-0.340909090909	0.079595686028
gene_id_34757	16	0	18	0	NA	1.0
gene_id_34755	4	12	10	8	-0.314285714286	0.0920894391514
gene_id_34752	16	0	17	1	0.484848484848	1.0
gene_id_79278	1	15	4	14	-0.31724137931	0.340175953079
gene_id_34751	14	2	15	3	0.0827586206897	1.0
gene_id_37691	1	15	1	17	0.03125	1.0
gene_id_74377	0	16	2	16	-0.5	0.486631016043
gene_id_38248	7	9	15	3	-0.431818181818	0.0299430929696
gene_id_11909	1	15	1	17	0.03125	1.0
gene_id_74373	2	14	9	9	-0.426877470356	0.0295884315907
gene_id_89131	15	1	18	0	-0.545454545455	0.470588235294
gene_id_65311	14	2	13	5	0.232804232804	0.405399939327
gene_id_56096	0	16	4	14	-0.533333333333	0.10522684147
gene_id_4387	9	7	12	6	-0.10989010989	0.725376021667
gene_id_76659	0	16	3	15	-0.516129032258	0.229946524064
gene_id_4385	3	13	1	17	0.316666666667	0.322580645161
gene_id_4384	4	12	4	14	0.0384615384615	1.0
gene_id_4382	5	11	12	6	-0.352941176471	0.0844146687268
gene_id_4381	7	9	16	2	-0.513833992095	0.00919540229885
gene_id_11388	11	5	15	3	-0.201923076923	0.428995179829
gene_id_4389	4	12	7	11	-0.158102766798	0.476751946607
gene_id_4388	8	8	12	6	-0.171428571429	0.486714707163
gene_id_89613	5	11	3	15	0.201923076923	0.428995179829
gene_id_89612	4	12	4	14	0.0384615384615	1.0
gene_id_89611	2	14	3	15	-0.0827586206897	1.0
gene_id_89610	4	12	9	9	-0.263736263736	0.171727039706
gene_id_31870	10	6	13	5	-0.110671936759	0.716573971079
gene_id_89615	2	14	1	17	0.215053763441	0.590909090909
gene_id_89614	3	13	4	14	-0.0529100529101	1.0
gene_id_28298	4	12	8	10	-0.212121212121	0.296648449969
gene_id_12269	3	13	2	16	0.151724137931	0.648093841642
gene_id_85519	4	12	3	15	0.126984126984	0.681464253211
gene_id_30738	9	7	14	4	-0.245059288538	0.274304783092
gene_id_2864	5	11	10	8	-0.245614035088	0.18539117538
gene_id_10962	16	0	18	0	NA	1.0
gene_id_2866	15	1	17	1	-0.03125	1.0
gene_id_10960	6	10	4	14	0.183333333333	0.456931944585
gene_id_10966	13	3	18	0	-0.58064516129	0.0935828877005
gene_id_85512	1	15	3	15	-0.25	0.604105571848
gene_id_85513	8	8	15	3	-0.379446640316	0.0662958843159
gene_id_24478	12	4	10	8	0.212121212121	0.296648449969
gene_id_5710	5	11	5	13	0.0416666666667	1.0
gene_id_49063	4	12	11	7	-0.364912280702	0.0454385710371
gene_id_29218	1	15	1	17	0.03125	1.0
gene_id_22869	1	15	4	14	-0.31724137931	0.340175953079
gene_id_52014	2	14	8	10	-0.383333333333	0.0629588431591
gene_id_29217	15	1	18	0	-0.545454545455	0.470588235294
gene_id_22864	12	4	9	9	0.263736263736	0.171727039706
gene_id_83235	8	8	13	5	-0.234432234432	0.290554722639
gene_id_24477	9	7	14	4	-0.245059288538	0.274304783092
gene_id_22861	0	16	3	15	-0.516129032258	0.229946524064
gene_id_22737	5	11	4	14	0.115555555556	0.702699969663
gene_id_28749	8	8	8	10	0.0555555555556	1.0
gene_id_22735	5	11	4	14	0.115555555556	0.702699969663
gene_id_22734	5	11	4	14	0.115555555556	0.702699969663
gene_id_22733	5	11	3	15	0.201923076923	0.428995179829
gene_id_55532	14	2	16	2	-0.0333333333333	1.0
gene_id_55530	14	2	17	1	-0.215053763441	0.590909090909
gene_id_28036	6	10	10	8	-0.180555555556	0.326918883512
gene_id_69367	7	9	10	8	-0.117647058824	0.731857331097
gene_id_28742	4	12	8	10	-0.212121212121	0.296648449969
gene_id_92579	1	15	0	18	0.545454545455	0.470588235294
gene_id_28032	7	9	7	11	0.05	1.0
gene_id_53945	5	11	10	8	-0.245614035088	0.18539117538
gene_id_22739	5	11	4	14	0.115555555556	0.702699969663
gene_id_22738	5	11	4	14	0.115555555556	0.702699969663
gene_id_20595	15	1	17	1	-0.03125	1.0
gene_id_61548	16	0	18	0	NA	1.0
gene_id_50932	1	15	7	11	-0.451923076923	0.0425051403917
gene_id_20596	14	2	14	4	0.166666666667	0.660228536758
gene_id_78056	4	12	8	10	-0.212121212121	0.296648449969
gene_id_61540	13	3	16	2	-0.151724137931	0.648093841642
gene_id_34343	10	6	9	9	0.126315789474	0.50960003869
gene_id_91075	4	12	4	14	0.0384615384615	1.0
gene_id_20598	4	12	2	16	0.238095238095	0.387197896653
gene_id_3512	9	7	12	6	-0.10989010989	0.725376021667
gene_id_21185	4	12	4	14	0.0384615384615	1.0
gene_id_21187	0	16	0	18	NA	1.0
gene_id_13438	4	12	9	9	-0.263736263736	0.171727039706
gene_id_8733	15	1	16	2	0.150537634409	1.0
gene_id_86832	9	7	11	7	-0.05	1.0
gene_id_9026	12	4	13	5	0.0355555555556	1.0
gene_id_21188	9	7	9	9	0.0625	0.744475809633
gene_id_27981	15	1	16	2	0.150537634409	1.0
gene_id_69773	11	5	14	4	-0.115555555556	0.702699969663
gene_id_50933	3	13	9	9	-0.340909090909	0.079595686028
gene_id_76052	14	2	10	8	0.383333333333	0.0629588431591
gene_id_7843	16	0	18	0	NA	1.0
gene_id_13121	2	14	0	18	0.5625	0.213903743316
gene_id_13127	2	14	1	17	0.215053763441	0.590909090909
gene_id_89743	2	14	6	12	-0.288461538462	0.232682778845
gene_id_7846	10	6	7	11	0.235294117647	0.302829060852
gene_id_83233	1	15	9	9	-0.525	0.00789766407119
gene_id_7848	1	15	0	18	0.545454545455	0.470588235294
gene_id_48677	4	12	3	15	0.126984126984	0.681464253211
gene_id_69771	8	8	10	8	-0.0555555555556	1.0
gene_id_29576	1	15	6	12	-0.412698412698	0.0900495500051
gene_id_86593	1	15	1	17	0.03125	1.0
gene_id_89399	7	9	11	7	-0.173611111111	0.492106238901
gene_id_68903	10	6	11	7	0.014652014652	1.0
gene_id_87390	1	15	0	18	0.545454545455	0.470588235294
gene_id_38249	5	11	5	13	0.0416666666667	1.0
gene_id_1523	3	13	3	15	0.0357142857143	1.0
gene_id_69374	0	16	6	12	-0.571428571429	0.0197575440329
gene_id_15879	16	0	18	0	NA	1.0
gene_id_3519	2	14	2	16	0.0333333333333	1.0
gene_id_15873	9	7	15	3	-0.325	0.134149054505
gene_id_38085	3	13	4	14	-0.0529100529101	1.0
gene_id_15876	4	12	6	12	-0.1	0.714591970877
gene_id_8653	11	5	11	7	0.0833333333333	0.728896841902
gene_id_91942	2	14	1	17	0.215053763441	0.590909090909
gene_id_50483	1	15	4	14	-0.31724137931	0.340175953079
gene_id_76239	2	14	3	15	-0.0827586206897	1.0
gene_id_24299	6	10	1	17	0.486772486772	0.0348366872282
gene_id_24297	7	9	6	12	0.10989010989	0.725376021667
gene_id_24295	16	0	18	0	NA	1.0
gene_id_24293	9	7	14	4	-0.245059288538	0.274304783092
gene_id_68900	0	16	1	17	-0.484848484848	1.0
gene_id_88251	10	6	8	10	0.180555555556	0.326918883512
gene_id_39126	8	8	10	8	-0.0555555555556	1.0
gene_id_83238	2	14	10	8	-0.469696969697	0.0129193467782
gene_id_89376	3	13	5	13	-0.125	0.693261873462
gene_id_84171	5	11	6	12	-0.0237154150198	1.0
gene_id_91943	2	14	1	17	0.215053763441	0.590909090909
gene_id_14441	16	0	17	1	0.484848484848	1.0
gene_id_78696	9	7	10	8	0.00701754385965	1.0
gene_id_87477	6	10	10	8	-0.180555555556	0.326918883512
gene_id_78694	3	13	12	6	-0.484210526316	0.0070296230184
gene_id_78693	15	1	18	0	-0.545454545455	0.470588235294
gene_id_87470	13	3	15	3	-0.0357142857143	1.0
gene_id_87472	8	8	12	6	-0.171428571429	0.486714707163
gene_id_34964	15	1	18	0	-0.545454545455	0.470588235294
gene_id_34967	14	2	15	3	0.0827586206897	1.0
gene_id_34961	4	12	4	14	0.0384615384615	1.0
gene_id_87478	10	6	14	4	-0.183333333333	0.456931944585
gene_id_34962	8	8	4	14	0.30303030303	0.151414615273
gene_id_15980	1	15	0	18	0.545454545455	0.470588235294
gene_id_29944	1	15	0	18	0.545454545455	0.470588235294
gene_id_61165	4	12	5	13	-0.0355555555556	1.0
gene_id_88708	1	15	1	17	0.03125	1.0
gene_id_88709	1	15	1	17	0.03125	1.0
gene_id_81612	14	2	15	3	0.0827586206897	1.0
gene_id_88704	3	13	1	17	0.316666666667	0.322580645161
gene_id_18784	9	7	11	7	-0.05	1.0
gene_id_18781	7	9	14	4	-0.358974358974	0.0763714916735
gene_id_81614	15	1	18	0	-0.545454545455	0.470588235294
gene_id_23024	12	4	11	7	0.158102766798	0.476751946607
gene_id_23025	7	9	3	15	0.325	0.134149054505
gene_id_33036	7	9	5	13	0.174242424242	0.475397784978
gene_id_23027	3	13	1	17	0.316666666667	0.322580645161
gene_id_23021	12	4	12	6	0.1	0.714591970877
gene_id_23022	10	6	9	9	0.126315789474	0.50960003869
gene_id_54623	10	6	16	2	-0.365384615385	0.10998752823
gene_id_89139	5	11	7	11	-0.0833333333333	0.728896841902
gene_id_60943	6	10	11	7	-0.235294117647	0.302829060852
gene_id_30512	1	15	3	15	-0.25	0.604105571848
gene_id_3749	2	14	9	9	-0.426877470356	0.0295884315907
gene_id_30515	6	10	11	7	-0.235294117647	0.302829060852
gene_id_91553	2	14	0	18	0.5625	0.213903743316
gene_id_80691	5	11	12	6	-0.352941176471	0.0844146687268
gene_id_80693	0	16	1	17	-0.484848484848	1.0
gene_id_14479	9	7	18	0	-0.666666666667	0.00212654583524
gene_id_80871	3	13	8	10	-0.292490118577	0.151946607341
gene_id_50713	1	15	3	15	-0.25	0.604105571848
gene_id_46806	9	7	9	9	0.0625	0.744475809633
gene_id_14477	3	13	0	18	0.58064516129	0.0935828877005
gene_id_33079	14	2	16	2	-0.0333333333333	1.0
gene_id_80878	1	15	3	15	-0.25	0.604105571848
gene_id_46802	16	0	18	0	NA	1.0
gene_id_55079	0	16	9	9	-0.64	0.00114506314205
gene_id_5536	6	10	4	14	0.183333333333	0.456931944585
gene_id_87610	11	5	16	2	-0.306878306878	0.214278491253
gene_id_87612	16	0	18	0	NA	1.0
gene_id_32574	7	9	12	6	-0.231578947368	0.299817833019
gene_id_37057	6	10	14	4	-0.414285714286	0.0348761103319
gene_id_10776	4	12	10	8	-0.314285714286	0.0920894391514
gene_id_45577	7	9	11	7	-0.173611111111	0.492106238901
gene_id_40094	0	16	2	16	-0.5	0.486631016043
gene_id_10775	5	11	12	6	-0.352941176471	0.0844146687268
gene_id_10772	13	3	16	2	-0.151724137931	0.648093841642
gene_id_10773	14	2	15	3	0.0827586206897	1.0
gene_id_4007	4	12	7	11	-0.158102766798	0.476751946607
gene_id_10771	6	10	12	6	-0.291666666667	0.167926053951
gene_id_92820	6	10	2	16	0.365384615385	0.10998752823
gene_id_92821	16	0	18	0	NA	1.0
gene_id_92822	16	0	17	1	0.484848484848	1.0
gene_id_34893	10	6	11	7	0.014652014652	1.0
gene_id_36266	12	4	13	5	0.0355555555556	1.0
gene_id_91946	1	15	2	16	-0.150537634409	1.0
gene_id_36268	13	3	16	2	-0.151724137931	0.648093841642
gene_id_363	9	7	6	12	0.231578947368	0.299817833019
gene_id_360	8	8	4	14	0.30303030303	0.151414615273
gene_id_361	2	14	9	9	-0.426877470356	0.0295884315907
gene_id_4739	3	13	3	15	0.0357142857143	1.0
gene_id_23124	16	0	15	3	0.516129032258	0.229946524064
gene_id_23127	10	6	14	4	-0.183333333333	0.456931944585
gene_id_23126	3	13	7	11	-0.241666666667	0.270057639802
gene_id_11177	3	13	1	17	0.316666666667	0.322580645161
gene_id_11176	10	6	13	5	-0.110671936759	0.716573971079
gene_id_11175	10	6	12	6	-0.0454545454545	1.0
gene_id_11174	7	9	13	5	-0.292857142857	0.162505843852
gene_id_90682	13	3	15	3	-0.0357142857143	1.0
gene_id_11172	9	7	18	0	-0.666666666667	0.00212654583524
gene_id_90680	14	2	17	1	-0.215053763441	0.590909090909
gene_id_13289	4	12	10	8	-0.314285714286	0.0920894391514
gene_id_69941	5	11	10	8	-0.245614035088	0.18539117538
gene_id_11179	3	13	3	15	0.0357142857143	1.0
gene_id_69481	9	7	15	3	-0.325	0.134149054505
gene_id_19781	16	0	16	2	0.5	0.486631016043
gene_id_3437	2	14	0	18	0.5625	0.213903743316
gene_id_91947	2	14	0	18	0.5625	0.213903743316
gene_id_3192	2	14	1	17	0.215053763441	0.590909090909
gene_id_9924	11	5	11	7	0.0833333333333	0.728896841902
gene_id_9925	10	6	6	12	0.291666666667	0.167926053951
gene_id_70040	0	16	4	14	-0.533333333333	0.10522684147
gene_id_86435	1	15	1	17	0.03125	1.0
gene_id_70046	7	9	12	6	-0.231578947368	0.299817833019
gene_id_3191	16	0	16	2	0.5	0.486631016043
gene_id_70044	5	11	11	7	-0.298611111111	0.100474550501
gene_id_6406	14	2	17	1	-0.215053763441	0.590909090909
gene_id_6157	16	0	17	1	0.484848484848	1.0
gene_id_3922	7	9	13	5	-0.292857142857	0.162505843852
gene_id_3923	11	5	16	2	-0.306878306878	0.214278491253
gene_id_71313	5	11	8	10	-0.139194139194	0.496522706389
gene_id_26697	0	16	1	17	-0.484848484848	1.0
gene_id_3382	3	13	6	12	-0.186666666667	0.447871372232
gene_id_3383	1	15	1	17	0.03125	1.0
gene_id_3381	7	9	12	6	-0.231578947368	0.299817833019
gene_id_71319	16	0	18	0	NA	1.0
gene_id_3387	12	4	16	2	-0.238095238095	0.387197896653
gene_id_3928	4	12	12	6	-0.416666666667	0.0204222167354
gene_id_26206	13	3	16	2	-0.151724137931	0.648093841642
gene_id_90359	3	13	7	11	-0.241666666667	0.270057639802
gene_id_91944	1	15	1	17	0.03125	1.0
gene_id_88986	8	8	13	5	-0.234432234432	0.290554722639
